,timestamp,power,isDay,hour
0,2023-03-22T23:59:52.878Z,-3350.313847636183,1,0.7083333333333334
1,2023-03-22T23:43:50.282Z,325.34943372011185,1,0.7083333333333334
2,2023-03-22T23:27:42.944Z,2634.610586737593,1,0.7083333333333334
3,2023-03-22T23:11:40.346Z,8724.764980872471,1,0.7083333333333334
4,2023-03-22T22:55:28.923Z,8791.046261787415,1,0.6666666666666666
5,2023-03-22T22:39:10.598Z,-368.73166014750797,1,0.6666666666666666
6,2023-03-22T22:23:07.769Z,-10224.299987157186,1,0.6666666666666666
7,2023-03-22T22:06:58.836Z,-12179.082353909811,1,0.6666666666666666
8,2023-03-22T21:50:49.505Z,-9593.736040592194,1,0.625
9,2023-03-22T21:34:31.363Z,-6820.519934097926,1,0.625
10,2023-03-22T21:18:09.214Z,-5649.221849938233,1,0.625
11,2023-03-22T21:01:15.344Z,-6077.042875811458,1,0.625
12,2023-03-22T20:44:55.522Z,-16501.698256656528,1,0.5833333333333334
13,2023-03-22T20:28:32.727Z,-10534.168398597589,1,0.5833333333333334
14,2023-03-22T20:12:10.913Z,-5540.910153370351,1,0.5833333333333334
15,2023-03-22T19:55:43.877Z,-20695.97780505816,1,0.5416666666666666
16,2023-03-22T19:39:01.152Z,-12125.86576739947,1,0.5416666666666666
17,2023-03-22T19:22:31.561Z,-1753.5022382934887,1,0.5416666666666666
18,2023-03-22T19:05:55.085Z,5717.68777569135,1,0.5416666666666666
19,2023-03-22T18:49:28.448Z,-16675.871637960274,1,0.5
20,2023-03-22T18:32:50.450Z,-27791.28252069155,1,0.5
21,2023-03-22T18:16:13.261Z,-2224.059001853069,1,0.5
22,2023-03-22T17:59:54.461Z,4454.295625537634,1,0.4583333333333333
23,2023-03-22T17:43:19.045Z,7544.603224595388,1,0.4583333333333333
24,2023-03-22T17:26:57.439Z,6714.1550580660505,1,0.4583333333333333
25,2023-03-22T17:10:42.194Z,5176.536399126053,1,0.4583333333333333
26,2023-03-22T16:54:18.813Z,6967.511995633443,1,0.4166666666666667
27,2023-03-22T16:37:43.070Z,9651.781471570333,1,0.4166666666666667
28,2023-03-22T16:21:26.666Z,9276.772197087606,1,0.4166666666666667
29,2023-03-22T16:05:11.487Z,10807.983072598776,1,0.4166666666666667
30,2023-03-22T15:48:45.972Z,11458.377424875895,1,0.375
31,2023-03-22T15:32:39.297Z,11993.691690762837,1,0.375
32,2023-03-22T15:16:34.175Z,11924.94888305664,1,0.375
33,2023-03-22T15:00:25.648Z,13904.543399810791,1,0.375
34,2023-03-22T14:44:01.505Z,12407.982993125916,1,0.3333333333333333
35,2023-03-22T14:27:53.153Z,10492.87486076355,1,0.3333333333333333
36,2023-03-22T14:11:37.719Z,9259.67534383138,1,0.3333333333333333
37,2023-03-22T13:55:27.665Z,4973.39664498965,1,0.2916666666666667
38,2023-03-22T13:39:26.323Z,5685.310655832291,1,0.2916666666666667
39,2023-03-22T13:23:25.916Z,6302.999862035116,1,0.2916666666666667
40,2023-03-22T13:07:24.162Z,5260.497947533925,1,0.2916666666666667
41,2023-03-22T12:51:21.084Z,6445.512469609579,0,0.25
42,2023-03-22T12:35:15.946Z,6082.859734694163,0,0.25
43,2023-03-22T12:19:05.874Z,6074.817705154419,0,0.25
44,2023-03-22T12:02:55.100Z,6185.948860645294,0,0.25
45,2023-03-22T11:47:05.228Z,5305.856192111969,0,0.20833333333333334
46,2023-03-22T11:31:02.457Z,6302.948757012685,0,0.20833333333333334
47,2023-03-22T11:15:01.629Z,6205.828662713369,0,0.20833333333333334
48,2023-03-22T10:58:49.201Z,5535.2513909339905,0,0.16666666666666666
49,2023-03-22T10:42:50.240Z,6701.335883140564,0,0.16666666666666666
50,2023-03-22T10:26:57.928Z,6205.263141791025,0,0.16666666666666666
51,2023-03-22T10:11:02.933Z,5925.975215435028,0,0.16666666666666666
52,2023-03-22T09:55:13.264Z,6814.484552542369,0,0.125
53,2023-03-22T09:39:21.751Z,5905.542651812236,0,0.125
54,2023-03-22T09:23:28.805Z,6186.375363667806,0,0.125
55,2023-03-22T09:07:29.814Z,6071.007255713144,0,0.125
56,2023-03-22T08:51:32.458Z,5852.354391415914,0,0.08333333333333333
57,2023-03-22T08:35:31.013Z,6201.368780930837,0,0.08333333333333333
58,2023-03-22T08:19:33.772Z,5649.2834726969395,0,0.08333333333333333
59,2023-03-22T08:03:27.722Z,6636.243124802907,0,0.08333333333333333
60,2023-03-22T07:47:35.184Z,6420.887541770935,0,0.041666666666666664
61,2023-03-22T07:31:28.002Z,5848.627984523773,0,0.041666666666666664
62,2023-03-22T07:15:33.000Z,6441.597112019857,0,0.041666666666666664
63,2023-03-22T06:59:26.427Z,5635.741313298543,0,0.0
64,2023-03-22T06:43:35.538Z,5681.704020500183,0,0.0
65,2023-03-22T06:27:31.035Z,6397.624961535135,0,0.0
66,2023-03-22T06:11:33.160Z,5341.032938162486,0,0.0
67,2023-03-22T05:55:45.819Z,5987.517591317495,0,0.9583333333333334
68,2023-03-22T05:39:58.713Z,6057.527919610341,0,0.9583333333333334
69,2023-03-22T05:24:10.586Z,5204.154495398203,0,0.9583333333333334
70,2023-03-22T05:08:29.214Z,6444.615205128987,0,0.9583333333333334
71,2023-03-22T04:52:38.946Z,6556.191881497701,0,0.9166666666666666
72,2023-03-22T04:36:53.440Z,5393.020753065744,0,0.9166666666666666
73,2023-03-22T04:21:00.327Z,6119.4660902023315,0,0.9166666666666666
74,2023-03-22T04:05:15.265Z,6262.805553277333,0,0.9166666666666666
